"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/15/2018","Bar Taco South","BAR TACO 12 SOUTH NASHVILLE TN","31.31","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"12/14/2018","Cumberland 1","Cumberland on Ch Rent","38.45","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"12/12/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.45","debit","Education","DISCOVER IT CHROME CARD","",""
"12/12/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.60","debit","Education","DISCOVER IT CHROME CARD","",""
"12/11/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.60","debit","Education","DISCOVER IT CHROME CARD","",""
"12/11/2018","Chile Burrito Nashvill","CHILE BURRITO - NASHVILL NASHVILLE TN","19.70","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"12/11/2018","Ml Rose Craft","ML ROSE CRAFT BEER AND B NASHVILLE TN","8.10","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"12/11/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.60","debit","Education","DISCOVER IT CHROME CARD","",""
"12/11/2018","Amazon","AMZN Mktp US*M0  1253","7.99","debit","Shopping","LIFEGREEN CHECKING F","",""
"12/11/2018","Nes Power Utility","NES POWER        UTILITY","71.27","debit","Utilities","LIFEGREEN CHECKING F","",""
"12/11/2018","Amazon","AMZN Mktp US*M0  1253","10.87","debit","Shopping","LIFEGREEN CHECKING F","",""
"12/11/2018","Amazon","Amazon.com*M00O  1253","24.45","debit","Shopping","LIFEGREEN CHECKING F","",""
"12/10/2018","Clydes","HIFI CLYDES NASHVILLE NASHVILLE TN","7.01","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"12/10/2018","Under","NASHVILLE UNDER  1253","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/10/2018","Under","NASHVILLE UNDER  1253","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/10/2018","Under","NASHVILLE UNDER  1253","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/10/2018","Under","NASHVILLE UNDER  1253","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/10/2018","Nashville Sports Massage","NASHVILLE SPORT  1253","61.95","debit","Fun","LIFEGREEN CHECKING F","",""
"12/09/2018","Kroger","KROGER #571 HENDERSONVILLTN","29.23","debit","Groceries","DISCOVER IT CHROME CARD","",""
"12/08/2018","Kroger","KROGER #596 BRENTWOOD TN","56.69","debit","Groceries","DISCOVER IT CHROME CARD","",""
"12/08/2018","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","12.07","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"12/08/2018","Coyote Ugly Saloon","COYOTE UGLY SALOON NASHV NASHVILLE TN","13.00","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"12/08/2018","German Town Pub","GERMAN TOWN PUB NASHVILLE TN","33.95","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"12/07/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.14","credit","Paycheck","LIFEGREEN CHECKING F","",""
"12/05/2018","Party City","PARTY CITY 388 NASHVILLE TN","144.17","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"12/04/2018","Cumberland 1","Cumberland on Ch Rent","38.45","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"12/04/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"12/04/2018","Discover Bank Etransfer","DISCOVER BANK    ETRANSFER","5000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"12/02/2018","Pilot Travel Center","PILOT 00067 CARTERSVILLE GA","17.91","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"12/02/2018","Kroger","KROGER #567 NASHVILLE TN","48.63","debit","Groceries","DISCOVER IT CHROME CARD","",""
"12/01/2018","Fellini's Pizza","FELLINI'S PIZZA-BUCKHE ATLANTA GA","4.63","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"12/01/2018","Stagecoach","STAGECOACH ATLANTA GA","5.00","debit","Health & Fitness","DISCOVER IT CHROME CARD","",""
"12/01/2018","BP","BP#8982738BP VININGS PDS ATLANTA GA","10.59","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"11/30/2018","Bad Daddy Burger","BAD DADDY'S BURGER BAR SMYRNA GA","15.46","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"11/30/2018","Exxon","EXXONMOBIL MANCHESTER TN","14.56","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"11/30/2018","Zaxby's","ZAXBY'S #49802 MANCHESTER TN03055R","8.66","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/30/2018","Discover E","DISCOVER         E-PAYMENT","41.04","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"11/29/2018","Directpay Full Balance","DIRECTPAY FULL BALANCE","41.04","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"11/29/2018","Progressive","PROGRESSIVE *IN  1253","286.00","debit","Auto Insurance","LIFEGREEN CHECKING F","",""
"11/26/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"11/26/2018","Uber.com","UBER   TRIP 3TX  1253","8.38","debit","Fun","LIFEGREEN CHECKING F","",""
"11/26/2018","Uber.com","UBER   TRIP KCK  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"11/26/2018","Uber.com","UBER   TRIP SSA  1253","3.50","debit","Fun","LIFEGREEN CHECKING F","",""
"11/26/2018","H G Hill","H G HILL URBAN   1253","6.86","debit","Fun","LIFEGREEN CHECKING F","",""
"11/24/2018","Two Bits","TWO BITS NASHVILLE TN","23.66","debit","Groceries","DISCOVER IT CHROME CARD","",""
"11/24/2018","Tin Roof Nashville","TIN ROOF NASHVILLE NASHVILLE TN","5.00","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"11/24/2018","Frisky Frog Tn","FRISKY FROG - TN NASHVILLE TN","10.00","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"11/24/2018","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","8.07","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/24/2018","Two Bits","TWO BITS NASHVILLE TN","15.00","debit","Groceries","DISCOVER IT CHROME CARD","",""
"11/23/2018","Germantown Saloon","GERMANTOWN SALOON NASHVILLE TN","11.00","debit","Personal Care","DISCOVER IT CHROME CARD","",""
"11/23/2018","BP","BP#8774481MAPCO #3416 NASHVILLE TN","13.64","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"11/23/2018","H G Hill","H G HILL URBAN   1253","4.84","debit","Fun","LIFEGREEN CHECKING F","",""
"11/23/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.14","credit","Paycheck","LIFEGREEN CHECKING F","",""
"11/20/2018","Walgreens","WALGREENS #0696 NASHVILLE TN","3.06","debit","Pharmacy","DISCOVER IT CHROME CARD","",""
"11/20/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"11/20/2018","Spotify","Spotify USA      1253","10.91","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"11/20/2018","Check 184","CHECK #184","26.06","debit","Check","LIFEGREEN CHECKING F","",""
"11/19/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"11/19/2018","Monty's Barber Shop","MONTYS BARBER S  1253","30.00","debit","Hair","LIFEGREEN CHECKING F","",""
"11/19/2018","5th & Taylor L.L.C.","5TH & TAYLOR     1253","40.28","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/18/2018","Tst Minerva Avenue","TST* MINERVA AVENUE NASHVILLE TN","10.49","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/16/2018","YMCA","YMCA OF MIDDLE   1253","50.00","debit","Gym","LIFEGREEN CHECKING F","",""
"11/16/2018","Jason Deli Wse","JASON'S DELI - WSE NASHVILLE TN","9.82","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/15/2018","Baam Burger","BAAM BURGER NASHVILLE TN","9.56","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"11/13/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","25.92","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"11/11/2018","Tst D Andrews","TST* D ANDREWS BAKERY NASHVILLE TN","4.28","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/11/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","5.91","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"11/10/2018","Kroger","KROGER #596 BRENTWOOD TN","54.75","debit","Groceries","DISCOVER IT CHROME CARD","",""
"11/09/2018","Santorini Greek Restaurant","SANTORINI GREEK RESTAURA NASHVILLE TN","8.54","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"11/09/2018","Eb Ncdcs A","EB NCDCS 2018 A  1253","160.41","debit","Entertainment","LIFEGREEN CHECKING F","",""
"11/09/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.15","credit","Paycheck","LIFEGREEN CHECKING F","",""
"11/09/2018","H G Hill","H G HILL URBAN   1253","5.91","debit","Fun","LIFEGREEN CHECKING F","",""
"11/08/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.90","debit","Education","DISCOVER IT CHROME CARD","",""
"11/08/2018","Bird App Ca","BIRD APP 866-205-2442 CA","2.35","debit","Education","DISCOVER IT CHROME CARD","",""
"11/07/2018","Uber.com","UBER   TRIP NRJ  1253","7.24","debit","Fun","LIFEGREEN CHECKING F","",""
"11/07/2018","Shake Shack","JFK2 SHAKE SHAC  1253","10.01","debit","Fast Food","LIFEGREEN CHECKING F","",""
"11/07/2018","Walgreens","WALGREENS STOR   1253","7.22","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/06/2018","Time Inc","SQ *TIME IN SHOP NASHVILLE TN000115292150829359350","4.75","debit","Advertising","DISCOVER IT CHROME CARD","",""
"11/06/2018","Doubletree","DOUBLETREE NASHVILLE F A NASHVILLE TN","6.48","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"11/06/2018","Puckett Grocery","PUCKETT'S GROCERY NASHVILLE TN","17.22","debit","Groceries","DISCOVER IT CHROME CARD","",""
"11/06/2018","International Service","INTERNATIONAL SERVICE","0.03","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/06/2018","International Service","INTERNATIONAL SERVICE","0.49","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/06/2018","Hostal Senor Fr","HOSTAL SENOR FR  1253","16.35","debit","Hotel","LIFEGREEN CHECKING F","",""
"11/06/2018","International Service","INTERNATIONAL SERVICE","0.85","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/06/2018","Clip Mx Taxi","CLIP MX*TAXI     1253","28.24","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/06/2018","Oxxo Chac Mool","OXXO CHAC MOOL   1253","0.96","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/05/2018","International Service","INTERNATIONAL SERVICE","0.68","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/05/2018","H&M","H&M MX0011 PLAY  1253","22.57","debit","Clothing","LIFEGREEN CHECKING F","",""
"11/05/2018","International Service","INTERNATIONAL SERVICE","1.19","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/05/2018","International Service","INTERNATIONAL SERVICE","0.50","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/05/2018","Iz Norma Carol","IZ *NORMA CAROL  1253","39.71","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/05/2018","Antojitos Mar","ANTOJITOS 3 MAR  1253","16.59","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/05/2018","International Service","INTERNATIONAL SERVICE","3.47","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/05/2018","Rest Coralin","REST CORALIN     1253","115.62","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/02/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"11/01/2018","International Service","INTERNATIONAL SERVICE","0.16","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"11/01/2018","Uber.com","UBER   *TRIP GT  1253","5.22","debit","Fun","LIFEGREEN CHECKING F","",""
"10/30/2018","Uber.com","UBER TRIP ZM3ZD  1253","4.30","debit","Fun","LIFEGREEN CHECKING F","",""
"10/30/2018","International Service","INTERNATIONAL SERVICE","0.09","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/30/2018","Uber.com","UBER TRIP LEFJY  1253","3.09","debit","Fun","LIFEGREEN CHECKING F","",""
"10/30/2018","Discover E","DISCOVER         E-PAYMENT","217.52","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/30/2018","International Service","INTERNATIONAL SERVICE","0.13","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/29/2018","Directpay Full Balance","DIRECTPAY FULL BALANCE","217.52","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"10/29/2018","Condesa Ii Condesa","CONDESA II      CONDESA II","468.42","debit","Vacation","LIFEGREEN CHECKING F","",""
"10/29/2018","Hostel World","HOSTEL WORLD     1253","1.50","debit","Hotel","LIFEGREEN CHECKING F","",""
"10/29/2018","Other Bank ATM","OTHER BANK ATM WITHDRAWAL FEE","5.00","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/29/2018","Uber.com","UBER TRIP NTQ7R  1253","1.04","debit","Fun","LIFEGREEN CHECKING F","",""
"10/29/2018","International Service","INTERNATIONAL SERVICE","0.03","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/29/2018","International Service","INTERNATIONAL SERVICE","0.05","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/29/2018","Uber.com","UBER TRIP QSP5N  1253","3.29","debit","Fun","LIFEGREEN CHECKING F","",""
"10/29/2018","International Service","INTERNATIONAL SERVICE","0.10","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/26/2018","Subway","SUBWAY 00160929255 HOUSTON TX","5.74","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"10/26/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.13","credit","Paycheck","LIFEGREEN CHECKING F","",""
"10/24/2018","Wal-Mart","WM SUPERC Wal-   1253","112.99","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/24/2018","Check 183","CHECK #183","21.55","debit","Check","LIFEGREEN CHECKING F","",""
"10/22/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"10/22/2018","Monty's Barber Shop","MONTYS BARBER S  1253","27.00","debit","Hair","LIFEGREEN CHECKING F","",""
"10/22/2018","Metro","L2G*METRO PARKS  1253","19.44","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/22/2018","Metro","L2G*METRO PARKS  1253","19.44","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/22/2018","Baptist Lab Plu","BAPTIST LAB PLU  1253","9.68","debit","Charity","LIFEGREEN CHECKING F","",""
"10/22/2018","Spotify","Spotify USA      1253","10.91","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"10/22/2018","Chile Burrito","CHILE BURRITO -  1253","8.73","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/21/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.90","debit","Education","DISCOVER IT CHROME CARD","",""
"10/19/2018","Kroger","KROGER #8 4560   1253","53.56","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/19/2018","Shell","SHELL Service    1253","4.44","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"10/18/2018","McDonald's","MCDONALD S F678  1253","4.37","debit","Fast Food","LIFEGREEN CHECKING F","",""
"10/16/2018","Shell","SHELL Service    1253","4.44","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"10/16/2018","YMCA","YMCA OF MIDDLE   1253","40.00","debit","Gym","LIFEGREEN CHECKING F","",""
"10/15/2018","Rosepepper Cant","ROSEPEPPER CANT  1253","21.25","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","Kroger","KROGER #8 2131   1253","29.29","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/15/2018","Oscar's Taco Shop","OSCARSTACOSHOP8  1253","8.33","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","Bombay Palace I","BOMBAY PALACE I  1253","36.80","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","Trader Joe's","TRADER JOE S #   1253","29.38","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/15/2018","Ambees Place Ve","AMBEES PLACE VE  1253","10.93","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","Limebike","LIMEBIKE         1253","20.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","Limebike","LIMEBIKE         1253","20.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/15/2018","McDonald's","MCDONALD S F678  1253","4.69","debit","Fast Food","LIFEGREEN CHECKING F","",""
"10/15/2018","Jack Browns Bee","JACK BROWNS BEE  1253","16.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/12/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.30","debit","Education","DISCOVER IT CHROME CARD","",""
"10/12/2018","Lwd","LWD NASHVILLE    1253","13.50","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/12/2018","Lwd","LWD NASHVILLE    1253","6.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/12/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"10/12/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.15","credit","Paycheck","LIFEGREEN CHECKING F","",""
"10/11/2018","Nes Power Utility","NES POWER        UTILITY","141.11","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/10/2018","Bird App Ca","BIRD APP 866-205-2442 CA","1.30","debit","Education","DISCOVER IT CHROME CARD","",""
"10/09/2018","H G Hill","H G HILL URBAN   1253","3.38","debit","Fun","LIFEGREEN CHECKING F","",""
"10/09/2018","Kroger","KROGER FU 1010   1253","29.79","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/09/2018","Rippys Bar","RIPPYS BAR AND   1253","23.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/09/2018","Kroger","KROGER #5 1010   1253","35.46","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/09/2018","H G Hill","H G HILL URBAN   1253","3.89","debit","Fun","LIFEGREEN CHECKING F","",""
"10/05/2018","H G Hill","H G HILL URBAN   1253","6.66","debit","Fun","LIFEGREEN CHECKING F","",""
"10/05/2018","Check 182","CHECK #182","23.91","debit","Check","LIFEGREEN CHECKING F","",""
"10/04/2018","Diner","THE DINER NASHVILLE TN","24.34","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"10/02/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"10/02/2018","H G Hill","H G HILL URBAN   1253","3.38","debit","Fun","LIFEGREEN CHECKING F","",""
"10/01/2018","Germantown Trol","GERMANTOWN TROL  1253","11.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/01/2018","Germantown Trol","GERMANTOWN TROL  1253","5.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/01/2018","Germantown Salon","GERMANTOWN SALO  1253","5.40","debit","Personal Care","LIFEGREEN CHECKING F","",""
"10/01/2018","Hifi Clyde Na","HIFI CLYDE S NA  1253","7.01","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/01/2018","Hifi Clyde Na","HIFI CLYDE S NA  1253","11.33","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/01/2018","Southern Gr","SQ *SOUTHERN GR  1253","7.74","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/30/2018","Kroger","KROGER #567 NASHVILLE TN","50.05","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/30/2018","Cook Out West","COOK OUT WEST END 151 NASHVILLE TN","5.74","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"9/29/2018","Jack Browns Beer","JACK BROWNS BEER & BURGE NASHVILLE TN","68.24","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/28/2018","BP","BP#8773483MAPCO #3410 NASHVILLE TN","4.41","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/28/2018","Metro","L2G*METRO PARKS NASHVILLE TN3740720771","16.94","debit","Utilities","DISCOVER IT CHROME CARD","",""
"9/28/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1608.57","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/28/2018","Pressbox Nashvi","PRESSBOX NASHVI  1253","14.93","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/27/2018","Sutler","THE SUTLER       1253","7.56","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/26/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","2.52","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/25/2018","Kroger","KROGER #567 NASHVILLE TN","23.45","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/24/2018","Alley Taps Llc","ALLEY TAPS LLC   1253","9.10","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/24/2018","Venmo Cashout","VENMO            CASHOUT","135.66","credit","Income","LIFEGREEN CHECKING F","",""
"9/24/2018","Alley Taps Llc","ALLEY TAPS LLC   1253","16.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/24/2018","Discover E","DISCOVER         E-PAYMENT","694.70","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/22/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","6.55","credit","Bonus","DISCOVER IT CHROME CARD","",""
"9/22/2018","Internet Thank You","INTERNET PAYMENT - THANK YOU","694.70","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"9/21/2018","Hooters","HOOTERS NASHVILLE DOWNTO NASHVILLE TN","18.45","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/21/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.38","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/21/2018","Oscar's Taco Shop","OSCARSTACOSHOP8  1253","8.33","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/20/2018","H G Hill","H G HILL URBAN   1253","1.85","debit","Fun","LIFEGREEN CHECKING F","",""
"9/17/2018","Kroger","KROGER #567 NASHVILLE TN","29.12","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/17/2018","YMCA","YMCA OF MIDDLE   1253","40.00","debit","Gym","LIFEGREEN CHECKING F","",""
"9/17/2018","Uber.com","UBER   TRIP NVY  1253","21.28","debit","Fun","LIFEGREEN CHECKING F","",""
"9/17/2018","Uber.com","UBER   TRIP NVY  1253","15.00","debit","Fun","LIFEGREEN CHECKING F","",""
"9/17/2018","Uber.com","UBER   TRIP 4MJ  1253","8.46","debit","Fun","LIFEGREEN CHECKING F","",""
"9/16/2018","Exxon","EXXONMOBIL JACKSON TN","3.41","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/16/2018","Zaxby's","ZAXBY'S #65701 NASHVILLE TN01654R","9.28","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/16/2018","Waffle House","WAFFLE HOUSE 0604 WEST MEMPHIS AR","12.14","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"9/15/2018","Shell","SHELL 12397661005 JACKSON TN","32.58","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/15/2018","Chick-Fil-A","CHICK-FIL-A #00524 JACKSON TN","9.14","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/15/2018","Shell","SHELL 12397661005 JACKSON TN","3.73","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/14/2018","Oscar's Taco Shop","OSCARSTACOSHOP8 NASHVILLE TN","9.05","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/14/2018","Santorini Greek Restaurant","SANTORINI GREEK RESTAURA NASHVILLE TN","7.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/14/2018","Ubs Business Sol","UBS BUSINESS SOL PAYROLL","1418.13","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/14/2018","Alley Taps Llc","ALLEY TAPS LLC   1253","15.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/13/2018","Check 181","CHECK #181","10.00","debit","Check","LIFEGREEN CHECKING F","",""
"9/12/2018","Hostel World","HOSTEL WORLD     1253","2.08","debit","Hotel","LIFEGREEN CHECKING F","",""
"9/12/2018","International Service","INTERNATIONAL SERVICE","0.06","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"9/11/2018","Venmo","VENMO*           1253","400.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/11/2018","Nes Power Utility","NES POWER        UTILITY","122.28","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/10/2018","Time Inc","SQ *TIME IN SHO  1253","3.26","debit","Fast Food","LIFEGREEN CHECKING F","",""
"9/10/2018","Elliston Place Soda Shop","ELLISTON PLACE   1253","14.19","debit","Food & Dining","LIFEGREEN CHECKING F","",""
"9/10/2018","Dollar Shave Club","DSC*DOLLAR SHAV  1253","3.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"9/10/2018","Rebar","REBAR            1253","9.20","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/10/2018","Monty's Barber Shop","MONTYS BARBER S  1253","30.00","debit","Hair","LIFEGREEN CHECKING F","",""
"9/09/2018","Kroger","KROGER #571 HENDERSONVILLTNCASHOVER $ 40.00 PURCHA","85.72","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/09/2018","Kroger Fuel","KROGER FUEL #9571 HENDERSONVILLTN","26.40","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/09/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.38","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/08/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.38","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/07/2018","Chipotle","CHIPOTLE 1687 NASHVILLE TN","7.48","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/07/2018","H G Hill","H G HILL URBAN MAR NASHVILLE TN","3.27","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/07/2018","Bearded Iris Br","BEARDED IRIS BR  1253","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/06/2018","Shell","SHELL 91002738434 NASHVILLE TN","26.21","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/06/2018","Fossil","FOSSIL.COM       1253","32.78","debit","Clothing","LIFEGREEN CHECKING F","",""
"9/05/2018","Cumberland 1","Cumberland on Ch Rent","732.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"9/04/2018","Uber.com","UBER   TRIP HOU  1253","9.18","debit","Fun","LIFEGREEN CHECKING F","",""
"9/04/2018","Metro","L2G*METRO PARKS  1253","20.12","debit","Utilities","LIFEGREEN CHECKING F","",""
